article,lvl2,main,up,location,href,meter_1,meter_2,pix_1,pix_2,name,in_rub,hronometraz,v_sutki,dney,anonce_code,anonce,money_rub_day,money_dol_day,sec_rub,sec_dol,area,diagonal,diag_in,pixels,diagonal_pixels,ppi,Pixel_Density,Plotn_Town,tchel_Town,km2_Town,scr_dol,Life_Time_Months,payback_Months,profit_Months,profit_Total,sum_1_m
Moskva300,/moskovskaya-oblast/putilkovo,Rossija,Moskovskaja oblast',Moskva,/moskva/mkad-71-y-km-trts-veypark-gipermarket-okey-storona-a,5,15,930,300,MKAD (71-j km TRTs "Vejpark"; gipermarket "O'kej"; storona A),400000,5,16560,30,53477615,Tsifrovoj supersajt,13333.33,210.67,0.161,0.003,75.0,15.81,622.5,279000.0,977.19,1.57,3720.0,4512.06,11514330,2551.9,283996.88,694.44,44.94,649.51,3820964.58,3786.62
Moskva301,/moskovskaya-oblast/putilkovo,Rossija,Moskovskaja oblast',Moskva,/moskva/mkad-71-y-km-trts-veypark-gipermarket-okey-storona-b,5,15,930,300,MKAD (71-j km TRTs "Vejpark"; gipermarket "O'kej"; storona B),350000,5,16560,30,53477615,Tsifrovoj supersajt,11666.67,184.33,0.141,0.002,75.0,15.81,622.5,279000.0,977.19,1.57,3720.0,4512.06,11514330,2551.9,283996.88,694.44,51.36,643.09,3272214.58,3786.62
Moskva302,/moskovskaya-oblast,Rossija,Moskovskaja oblast',Moskva,/moskva/novorizhskoye-shosse-22-y-km-storona-a,5,15,930,300,Novorizhskoe shosse (22-j km; storona A),350000,5,16560,30,53477615,Tsifrovoj supersajt,11666.67,184.33,0.141,0.002,75.0,15.81,622.5,279000.0,977.19,1.57,3720.0,4512.06,11514330,2551.9,283996.88,694.44,51.36,643.09,3272214.58,3786.62
Moskva303,/moskovskaya-oblast,Rossija,Moskovskaja oblast',Moskva,/moskva/novorizhskoye-shosse-22-y-km-storona-b,5,15,930,300,Novorizhskoe shosse (22-j km; storona B),300000,5,16560,30,53477615,Tsifrovoj supersajt,10000.0,158.0,0.121,0.002,75.0,15.81,622.5,279000.0,977.19,1.57,3720.0,4512.06,11514330,2551.9,283996.88,694.44,59.91,634.53,2723672.92,3786.62
Moskva311,/moskovskaya-oblast/novoivanovskoye,Rossija,Moskovskaja oblast',Moskva,/moskva/minskoye-shosse-16-km,5,15,940,320,Minskoe shosse 16 km,98000,5,1370,14,53477615,Tsifrovoj supersajt,7000.0,110.6,1.022,0.016,75.0,15.81,622.5,300800.0,992.98,1.6,4010.67,4512.06,11514330,2551.9,283996.88,694.44,85.59,608.85,1736172.92,3786.62
Moskva312,/moskovskaya-oblast/khimki,Rossija,Moskovskaja oblast',Moskva,/moskva/yubileynyy-druzhby,7.68,6.72,480,420,Jubilejnyj - Druzhby,28868,5,1370,14,53477615,Tsifrovoj supersajt,2062.0,32.58,0.301,0.005,51.61,10.2,401.77,201600.0,637.81,1.59,3906.22,4512.06,11514330,2551.9,195427.72,694.44,199.95,494.5,287894.57,3786.62
Moskva313,/moskovskaya-oblast/shchelkovo,Rossija,Moskovskaja oblast',Moskva,/moskva/33km-shchelkovskogo-shosse-vl-8,4,7,676,384,33km Schelkovskogo shosse vl.8,9500,10,288,7,53477215,Svetodiodnyj ekran,1357.14,21.44,0.471,0.007,28.0,8.06,317.41,259584.0,777.45,2.45,9270.86,4512.06,11514330,2551.9,106025.5,694.44,164.84,529.6,234615.67,3786.62
Moskva314,/moskovskaya-oblast/shchelkovo,Rossija,Moskovskaja oblast',Moskva,/moskva/talsinskaya-59-1,3,5,480,288,Talsinskaja 59/1,8438,10,320,7,53477215,Svetodiodnyj ekran,1205.43,19.05,0.377,0.006,15.0,5.83,229.57,138240.0,559.77,2.44,9216.0,4512.06,11514330,2551.9,56799.38,694.44,99.39,595.06,283276.25,3786.62
Moskva315,/moskovskaya-oblast,Rossija,Moskovskaja oblast',Moskva,/moskva/trudovaya-25a,2,3,320,192,Trudovaja; 25A,7000,10,320,7,53477215,Svetodiodnyj ekran,1000.0,15.8,0.312,0.005,6.0,3.61,141.95,61440.0,373.18,2.63,10240.0,4512.06,11514330,2551.9,9300.0,694.44,19.62,674.82,310566.67,1550.0
Moskva316,/moskva/golyanovo,Moskva,Vostochnyj AO,Gol'janovo,/moskva/shchelkovskoye-shosse-vl-1,3,6,576,288,Schelkovskoe shosse; vl.1.,10625,10,320,7,53477215,Svetodiodnyj ekran,1517.86,23.98,0.474,0.007,18.0,6.71,264.1,165888.0,643.99,2.44,9216.0,9790.66,1515942,154.84,68159.25,694.44,94.74,599.7,363264.83,3786.62
Moskva317,/moskovskaya-oblast/shchelkovo,Rossija,Moskovskaja oblast',Moskva,/moskva/tsentralnaya-74-shchelkovskoye-shosse,3,4,400,300,Tsentral'naja; 74 (Schelkovskoe shosse),8438,10,288,7,53477215,Svetodiodnyj ekran,1205.43,19.05,0.419,0.007,12.0,5.0,196.85,120000.0,500.0,2.54,10000.0,4512.06,11514330,2551.9,48000.0,694.44,83.99,610.45,300875.0,4000.0
Moskva318,/moskovskaya-oblast,Rossija,Moskovskaja oblast',Moskva,/moskva/sovetskiy-2a-trts-gagarin,4.03,7.68,1600,840,Sovetskij; 2A (TRTs "Gagarin"),12000,10,216,14,53477215,Svetodiodnyj ekran,857.14,13.54,0.397,0.006,30.95,8.67,341.46,1344000.0,1807.1,5.29,43424.88,4512.06,11514330,2551.9,44978.09,694.44,110.73,583.72,192127.16,1453.25
Moskva319,/moskovskaya-oblast/zhukovskiy,Rossija,Moskovskaja oblast',Moskva,/moskva/gagarina-71,6.8,4.5,640,480,Gagarina; 71,12302,10,320,7,53477215,Svetodiodnyj ekran,1757.43,27.77,0.549,0.009,30.6,8.15,321.03,307200.0,800.0,2.49,10039.22,4512.06,11514330,2551.9,115870.73,694.44,139.08,555.36,346800.22,3786.62
Moskva320,/moskovskaya-oblast/kolomna,Rossija,Moskovskaja oblast',Moskva,/moskva/golutvin-tk-aysberg,6.4,4.7,640,480,Golutvin (TK "Ajsberg"),13923,10,240,7,53477215,Svetodiodnyj ekran,1989.0,31.43,0.829,0.013,30.08,7.94,312.61,307200.0,800.0,2.56,10212.77,4512.06,11514330,2551.9,120320.0,694.44,127.61,566.84,414151.67,4000.0
Moskva321,/moskovskaya-oblast/kolomna,Rossija,Moskovskaja oblast',Moskva,/moskva/ploshchad-sovetskaya-dom-torgovli,8,6,640,480,Ploschad' Sovetskaja (Dom Torgovli),12628,10,240,7,53477215,Svetodiodnyj ekran,1804.0,28.5,0.752,0.012,48.0,10.0,393.7,307200.0,800.0,2.03,6400.0,4512.06,11514330,2551.9,181758.0,694.44,212.58,481.86,230234.0,3786.62
Moskva322,/moskovskaya-oblast/lyubertsy,Rossija,Moskovskaja oblast',Moskva,/moskva/oktyabrskiy-krasnaya,4.6,5.8,672,896,Oktjabr'skij - Krasnaja,14230,10,280,7,53477215,Svetodiodnyj ekran,2032.86,32.12,0.726,0.011,26.68,7.4,291.44,602112.0,1120.0,3.84,22567.92,4512.06,11514330,2551.9,27246.95,694.44,28.28,666.17,614672.77,1021.25
Moskva323,/moskovskaya-oblast/khimki,Rossija,Moskovskaja oblast',Moskva,/moskva/molodezhnaya-1,7.68,6.72,864,720,Molodezhnaja; 1,14197,10,288,7,53477215,Svetodiodnyj ekran,2028.14,32.04,0.704,0.011,51.61,10.2,401.77,622080.0,1124.68,2.8,12053.48,4512.06,11514330,2551.9,79995.5,694.44,83.22,611.22,507509.0,1550.0
Moskva324,/moskovskaya-oblast/ivanteyevka,Rossija,Moskovskaja oblast',Moskva,/moskva/fabrichnaya-1,3,3,280,280,Fabrichnaja; 1,14800,10,257,30,53477215,Svetodiodnyj ekran,493.33,7.79,0.192,0.003,9.0,4.24,167.03,78400.0,395.98,2.37,8711.11,4512.06,11514330,2551.9,34079.62,694.44,145.83,548.62,94132.42,3786.62
Moskva325,/moskovskaya-oblast/pushkino,Rossija,Moskovskaja oblast',Moskva,/moskva/privokzalnaya-ploshchad,3,3,280,280,Privokzal'naja ploschad',24220,10,360,30,53477215,Svetodiodnyj ekran,807.33,12.76,0.224,0.004,9.0,4.24,167.03,78400.0,395.98,2.37,8711.11,4512.06,11514330,2551.9,34079.62,694.44,89.03,605.42,197674.08,3786.62
Moskva326,/moskovskaya-oblast/pushkino,Rossija,Moskovskaja oblast',Moskva,/moskva/chekhova-12-tts-vit,3.84,6.72,672,384,Chehova; 12 (TTs "Vit"),29000,10,450,30,53477215,Svetodiodnyj ekran,966.67,15.27,0.215,0.003,25.8,7.74,304.72,258048.0,773.98,2.54,10001.86,4512.06,11514330,2551.9,103200.0,694.44,225.28,469.17,111725.0,4000.0
Moskva327,/moskovskaya-oblast/pushkino,Rossija,Moskovskaja oblast',Moskva,/moskva/yaroslavskoye-shosse-gipermarket-globus,6,9,864,576,Jaroslavskoe shosse (Gipermarket "Globus"),62160,10,300,30,53477215,Svetodiodnyj ekran,2072.0,32.74,0.691,0.011,54.0,10.82,425.85,497664.0,1038.4,2.44,9216.0,4512.06,11514330,2551.9,204477.75,694.44,208.18,486.26,273127.83,3786.62
Moskva328,/moskovskaya-oblast/pushkino,Rossija,Moskovskaja oblast',Moskva,/moskva/yaroslavskoye-shosse-makdonalds,4.8,5.76,640,384,Jaroslavskoe shosse (Makdonal'ds),29000,10,257,30,53477215,Svetodiodnyj ekran,966.67,15.27,0.376,0.006,27.65,7.5,295.19,245760.0,746.36,2.53,8888.25,4512.06,11514330,2551.9,110600.0,694.44,241.43,453.01,96925.0,4000.0
Moskva329,/moskovskaya-oblast/pushkino,Rossija,Moskovskaja oblast',Moskva,/moskva/chekhova-moskovskiy,5,6,576,480,Chehova - Moskovskij,29000,10,274,30,53477215,Svetodiodnyj ekran,966.67,15.27,0.353,0.006,30.0,7.81,307.49,276480.0,749.78,2.44,9216.0,4512.06,11514330,2551.9,113598.75,694.44,247.98,446.47,90927.5,3786.62
Moskva330,/moskovskaya-oblast/lesnoy,Rossija,Moskovskaja oblast',Moskva,/moskva/pushkina-8b-1,3,4,384,288,Pushkina; 8B/1,14800,10,257,30,53477215,Svetodiodnyj ekran,493.33,7.79,0.192,0.003,12.0,5.0,196.85,110592.0,480.0,2.44,9216.0,4512.06,11514330,2551.9,45439.5,694.44,194.44,500.01,71412.67,3786.62
Moskva331,/moskovskaya-oblast/pravdinskiy,Rossija,Moskovskaja oblast',Moskva,/moskva/lva-tolstogo-1-tts-pravdinskiy-dvorik,3.84,6.72,432,216,L'va Tolstogo; 1 (TTs "Pravdinskij dvorik"),14800,10,308,30,53477215,Svetodiodnyj ekran,493.33,7.79,0.16,0.003,25.8,7.74,304.72,93312.0,482.99,1.59,3616.74,4512.06,11514330,2551.9,97694.93,694.44,418.04,276.41,-33098.18,3786.62
Moskva332,/moskovskaya-oblast/pushkino,Rossija,Moskovskaja oblast',Moskva,/moskva/dzerzhinets-vyyezd-iz-goroda,4,6,576,384,Dzerzhinets (vyezd iz goroda),29000,10,274,30,53477215,Svetodiodnyj ekran,966.67,15.27,0.353,0.006,24.0,7.21,283.9,221184.0,692.27,2.44,9216.0,4512.06,11514330,2551.9,90879.0,694.44,198.38,496.06,136367.0,3786.62
Moskva333,/moskovskaya-oblast/pushkino,Rossija,Moskovskaja oblast',Moskva,/moskva/yaroslavskoye-shosse-30-km-300-m-levo-molkom,5,13,1248,480,Jaroslavskoe shosse 30 km + 300 m levo ("Molkom"),71680,10,1440,30,53477215,Svetodiodnyj ekran,2389.33,37.75,0.166,0.003,65.0,13.93,548.36,599040.0,1337.13,2.44,9216.0,4512.06,11514330,2551.9,246130.62,694.44,217.33,477.11,294197.08,3786.62
Moskva334,/moskovskaya-oblast/pushkino,Rossija,Moskovskaja oblast',Moskva,/moskva/yaroslavskoye-shosse-33-km-450-m-ptichiy-rynok,4.8,14.4,1440,480,Jaroslavskoe shosse 33 km + 450 m (Ptichij rynok),76350,10,1440,30,53477215,Svetodiodnyj ekran,2545.0,40.21,0.177,0.003,69.12,15.18,597.6,691200.0,1517.89,2.54,10000.0,4512.06,11514330,2551.9,276480.0,694.44,229.2,465.25,284748.33,4000.0
Moskva335,/moskovskaya-oblast/stupino,Rossija,Moskovskaja oblast',Moskva,/moskva/pristantsionnaya-6-storona-a,2.88,4.8,480,288,Pristantsionnaja; 6 (storona A),10815,10,288,7,53477215,Svetodiodnyj ekran,1545.0,24.41,0.536,0.008,13.82,5.6,220.38,138240.0,559.77,2.54,10002.89,4512.06,11514330,2551.9,55280.0,694.44,75.49,618.96,397981.67,4000.0
Moskva336,/moskovskaya-oblast/stupino,Rossija,Moskovskaja oblast',Moskva,/moskva/pristantsionnaya-6-storona-b,2.88,4.8,480,288,Pristantsionnaja; 6 (storona B),10815,10,288,7,53477215,Svetodiodnyj ekran,1545.0,24.41,0.536,0.008,13.82,5.6,220.38,138240.0,559.77,2.54,10002.89,4512.06,11514330,2551.9,55280.0,694.44,75.49,618.96,397981.67,4000.0
N.,/nizhegorodskaya-oblast/nizhniy-novgorod,Rossija,Nizhegorodskaja oblast',Nizhnij Novgorod,/nizhegorodskaya-oblast/nizhniy-novgorod/beketova-6a,6,3,1440,720,Beketova; 6A,12331,5,720,7,53477415,Tsifrovoj bilbord,1761.57,27.83,0.489,0.008,18.0,6.71,264.1,1036800.0,1609.97,6.1,57600.0,3045.23,1250615,410.68,16494.21,694.44,19.76,674.69,546803.25,916.35
N.Novgorod001,/nizhegorodskaya-oblast/nizhniy-novgorod,Rossija,Nizhegorodskaja oblast',Nizhnij Novgorod,/nizhegorodskaya-oblast/nizhniy-novgorod/moskovskoye-shosse-4g-sormovskiy-povorot,6.14,4.7,720,540,Moskovskoe shosse; 4G (Sormovskij povorot),20300,10,180,7,53477215,Svetodiodnyj ekran,2900.0,45.82,1.611,0.025,28.86,7.73,304.42,388800.0,900.0,2.96,13471.93,3045.23,1250615,410.68,34523.78,694.44,25.12,669.33,885535.78,1196.25
N.Novgorod003,/nizhegorodskaya-oblast/nizhniy-novgorod,Rossija,Nizhegorodskaja oblast',Nizhnij Novgorod,/nizhegorodskaya-oblast/nizhniy-novgorod/ploshchad-revolyutsii-v-storonu-pl-lenina-storona-a,6,3.6,720,432,Ploschad' Revoljutsii; v storonu pl. Lenina (storona A),14500,10,288,7,53477215,Svetodiodnyj ekran,2071.43,32.73,0.719,0.011,21.6,7.0,275.48,311040.0,839.66,3.05,14400.0,3045.23,1250615,410.68,22059.0,694.44,22.47,671.98,637757.0,1021.25
N.Novgorod004,/nizhegorodskaya-oblast/nizhniy-novgorod,Rossija,Nizhegorodskaja oblast',Nizhnij Novgorod,/nizhegorodskaya-oblast/nizhniy-novgorod/ploshchad-revolyutsii-so-storony-pl-lenina-storona-b,6,3.6,720,432,Ploschad' Revoljutsii; so storony pl. Lenina (storona B),14500,10,288,7,53477215,Svetodiodnyj ekran,2071.43,32.73,0.719,0.011,21.6,7.0,275.48,311040.0,839.66,3.05,14400.0,3045.23,1250615,410.68,22059.0,694.44,22.47,671.98,637757.0,1021.25
N.Novgorod007,/nizhegorodskaya-oblast/nizhniy-novgorod,Rossija,Nizhegorodskaja oblast',Nizhnij Novgorod,/nizhegorodskaya-oblast/nizhniy-novgorod/vaneyeva-121-gostinitsa-sova,8,4,768,512,Nadezhdy Suslovoj 17a (Brinskogo),11667,10,180,7,53477215,Svetodiodnyj ekran,1666.71,26.33,0.926,0.015,32.0,8.94,352.14,393216.0,923.02,2.62,12288.0,3045.23,1250615,410.68,49600.0,694.44,62.79,631.65,449341.67,1550.0
N.Novgorod009,/nizhegorodskaya-oblast/nizhniy-novgorod,Rossija,Nizhegorodskaja oblast',Nizhnij Novgorod,/nizhegorodskaya-oblast/nizhniy-novgorod/iyulskikh-dney-1,3.8,2.9,720,540,Ijul'skih dnej; 1,12113,10,180,7,53477215,Svetodiodnyj ekran,1730.43,27.34,0.961,0.015,11.02,4.78,188.2,388800.0,900.0,4.78,35281.31,3045.23,1250615,410.68,11596.48,694.44,14.14,680.31,546390.37,1052.31
N.Novgorod010,/nizhegorodskaya-oblast/nizhniy-novgorod,Rossija,Nizhegorodskaja oblast',Nizhnij Novgorod,/nizhegorodskaya-oblast/nizhniy-novgorod/kominterna-105-tts-zolotaya-milya,8.16,6.24,720,550,Kominterna; 105 (TTs "Zolotaja Milja"),15500,10,192,7,53477215,Svetodiodnyj ekran,2214.29,34.99,1.153,0.018,50.92,10.27,404.43,396000.0,906.04,2.24,7776.9,3045.23,1250615,410.68,192814.95,694.44,183.69,510.76,343328.44,3786.62
N.Novgorod011,/nizhegorodskaya-oblast/nizhniy-novgorod,Rossija,Nizhegorodskaja oblast',Nizhnij Novgorod,/nizhegorodskaya-oblast/nizhniy-novgorod/larina-2a-myzinskiy-most,6.2,4.1,720,480,Larina; 2A (Myzinskij most),12380,10,288,7,53477215,Svetodiodnyj ekran,1768.57,27.94,0.614,0.01,25.42,7.43,292.64,345600.0,865.33,2.96,13595.59,3045.23,1250615,410.68,30408.68,694.44,36.28,658.17,521265.98,1196.25
N.Novgorod013,/nizhegorodskaya-oblast/nizhniy-novgorod,Rossija,Nizhegorodskaja oblast',Nizhnij Novgorod,/nizhegorodskaya-oblast/nizhniy-novgorod/rodionova-brinskogo,6,3.6,720,432,Rodionova - Brinskogo,12380,10,192,7,53477215,Svetodiodnyj ekran,1768.57,27.94,0.921,0.015,21.6,7.0,275.48,311040.0,839.66,3.05,14400.0,3045.23,1250615,410.68,22059.0,694.44,26.32,668.13,537965.33,1021.25
N.Novgorod015,/nizhegorodskaya-oblast/nizhniy-novgorod,Rossija,Nizhegorodskaja oblast',Nizhnij Novgorod,/nizhegorodskaya-oblast/nizhniy-novgorod/belinskogo-124-tts-shokolad,7.2,6,720,600,Belinskogo; 124 (TTs "Shokolad"),15500,10,192,7,53477215,Svetodiodnyj ekran,2214.29,34.99,1.153,0.018,43.2,9.37,368.99,432000.0,937.23,2.54,10000.0,3045.23,1250615,410.68,172800.0,694.44,164.62,529.83,383358.33,4000.0
N.Novgorod017,/nizhegorodskaya-oblast/nizhniy-novgorod,Rossija,Nizhegorodskaja oblast',Nizhnij Novgorod,/nizhegorodskaya-oblast/nizhniy-novgorod/molodezhnyy-2a-tts-zvezda,6,4,720,540,Molodezhnyj; 2A (TTs "Zvezda"),11098,10,192,7,53477215,Svetodiodnyj ekran,1585.43,25.05,0.826,0.013,24.0,7.21,283.9,388800.0,900.0,3.17,16200.0,3045.23,1250615,410.68,24510.0,694.44,32.61,661.83,472855.0,1021.25
N.Novgorod018,/nizhegorodskaya-oblast/nizhniy-novgorod,Rossija,Nizhegorodskaja oblast',Nizhnij Novgorod,/nizhegorodskaya-oblast/nizhniy-novgorod/lenina-109-bts-chayka,6.14,4.72,800,600,Lenina; 109 (BTs "Chajka"),17851,10,180,7,53477215,Svetodiodnyj ekran,2550.14,40.29,1.417,0.022,28.98,7.74,304.9,480000.0,1000.0,3.28,16563.15,3045.23,1250615,410.68,29595.83,694.44,24.49,669.96,780183.35,1021.25
N.Novgorod019,/nizhegorodskaya-oblast/nizhniy-novgorod,Rossija,Nizhegorodskaja oblast',Nizhnij Novgorod,/nizhegorodskaya-oblast/nizhniy-novgorod/ploshchad-sovetskaya,6,3.6,720,432,Ploschad' Sovetskaja,15500,10,192,7,53477215,Svetodiodnyj ekran,2214.29,34.99,1.153,0.018,21.6,7.0,275.48,311040.0,839.66,3.05,14400.0,3045.23,1250615,410.68,22059.0,694.44,21.01,673.43,684840.33,1021.25
N.Novgorod020,/nizhegorodskaya-oblast/nizhniy-novgorod,Rossija,Nizhegorodskaja oblast',Nizhnij Novgorod,/nizhegorodskaya-oblast/nizhniy-novgorod/geroyev-kinoteatr-moskva,6,3,720,360,Geroev (kinoteatr "Moskva"),15500,10,192,7,53477215,Svetodiodnyj ekran,2214.29,34.99,1.153,0.018,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,3045.23,1250615,410.68,18382.5,694.44,17.51,676.93,692193.33,1021.25
N.Novgorod021,/nizhegorodskaya-oblast/nizhniy-novgorod,Rossija,Nizhegorodskaja oblast',Nizhnij Novgorod,/nizhegorodskaya-oblast/nizhniy-novgorod/rodionova-163a,6,3,720,360,Rodionova; 163A,15500,10,192,7,53477215,Svetodiodnyj ekran,2214.29,34.99,1.153,0.018,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,3045.23,1250615,410.68,18382.5,694.44,17.51,676.93,692193.33,1021.25
N.Novgorod022,/nizhegorodskaya-oblast/nizhniy-novgorod,Rossija,Nizhegorodskaja oblast',Nizhnij Novgorod,/nizhegorodskaya-oblast/nizhniy-novgorod/geroya-popova-35,6,3,720,360,Geroja Popova; 35,15500,10,192,7,53477215,Svetodiodnyj ekran,2214.29,34.99,1.153,0.018,18.0,6.71,264.1,259200.0,804.98,3.05,14400.0,3045.23,1250615,410.68,18382.5,694.44,17.51,676.93,692193.33,1021.25
N.Novgorod023,/nizhegorodskaya-oblast/nizhniy-novgorod,Rossija,Nizhegorodskaja oblast',Nizhnij Novgorod,/nizhegorodskaya-oblast/nizhniy-novgorod/kazanskoye-shosse-11-trk-indigo-life,13,8.5,540,336,Kazanskoe shosse; 11 (TRK "Indigo Life"),54321,30,48,30,53477215,Svetodiodnyj ekran,1810.7,28.61,1.257,0.02,110.5,15.53,611.5,181440.0,636.0,1.04,1641.99,3045.23,1250615,410.68,718250.0,694.44,836.83,-142.38,-840458.33,6500.0
Nizhnevartovsk001,/tyumen-region,Rossija,Tjumenskaja oblast',Nizhnevartovsk,/tyumen-region/nizhnevartovsk/lenina-zhukova,4,8,768,448,Lenina - Zhukova,11655,10,288,7,53477215,Svetodiodnyj ekran,1665.0,26.31,0.578,0.009,32.0,8.94,352.14,344064.0,889.12,2.52,10752.0,928.28,251860,271.319,128000.0,694.44,162.17,532.28,292125.0,4000.0
Nizhnevartovsk002,/tyumen-region,Rossija,Tjumenskaja oblast',Nizhnevartovsk,/tyumen-region/nizhnevartovsk/severnaya-internatsionalnaya,5,9,896,512,Severnaja - Internatsional'naja,10780,10,288,7,53477215,Svetodiodnyj ekran,1540.0,24.33,0.535,0.008,45.0,10.3,405.34,458752.0,1031.97,2.55,10194.49,928.28,251860,271.319,180000.0,694.44,246.61,447.84,146875.0,4000.0
Nizhnevartovsk003,/tyumen-region,Rossija,Tjumenskaja oblast',Nizhnevartovsk,/tyumen-region/nizhnevartovsk/lenina-15p-trts-yugra,8,5,768,448,Lenina; 15P (TRTs "JugraMoll"),11250,10,240,7,53477215,Svetodiodnyj ekran,1607.14,25.39,0.67,0.011,40.0,9.43,371.42,344064.0,889.12,2.39,8601.6,928.28,251860,271.319,151465.0,694.44,198.85,495.59,226028.33,3786.62
Nizhnevartovsk006,/tyumen-region,Rossija,Tjumenskaja oblast',Nizhnevartovsk,/tyumen-region/nizhnevartovsk/druzhby-narodov-lenina,3,6,768,352,Druzhby Narodov; 25,10080,10,288,7,53477415,Tsifrovoj bilbord,1440.0,22.75,0.5,0.008,18.0,6.71,264.1,270336.0,844.82,3.2,15018.67,928.28,251860,271.319,18382.5,694.44,26.93,667.51,437193.33,1021.25
Nizhnevartovsk008,/tyumen-region,Rossija,Tjumenskaja oblast',Nizhnevartovsk,/tyumen-region/nizhnevartovsk/lenina-7-dvorets-iskusstv,7,8,768,576,Lenina; 7 (Dvorets iskusstv),10640,10,400,7,53477215,Svetodiodnyj ekran,1520.0,24.02,0.38,0.006,56.0,10.63,418.51,442368.0,960.0,2.29,7899.43,928.28,251860,271.319,212051.0,694.44,294.27,400.17,76314.67,3786.62
Nizhnevartovsk009,/tyumen-region,Rossija,Tjumenskaja oblast',Nizhnevartovsk,/tyumen-region/nizhnevartovsk/mira-27zh,3,6,608,304,Mira; 27Zh,10731,10,864,14,53477215,Svetodiodnyj ekran,766.5,12.11,0.089,0.001,18.0,6.71,264.1,184832.0,679.76,2.57,10268.44,928.28,251860,271.319,72000.0,694.44,198.18,496.26,108291.67,4000.0
Novosibirsk001,/novosibirskaya-oblast,Rossija,Novosibirskaja oblast',Novosibirsk,/novosibirskaya-oblast/novosibirsk/narymskaya-37-tts-kontinent-vkusa,3,4,512,384,Narymskaja; 37 (TTs "Kontinent vkusa"),8820,10,288,7,53477215,Svetodiodnyj ekran,1260.0,19.91,0.438,0.007,12.0,5.0,196.85,196608.0,640.0,3.25,16384.0,2958.38,1498921,506.67,12255.0,694.44,20.52,673.93,390281.67,1021.25
Novosibirsk002,/novosibirskaya-oblast,Rossija,Novosibirskaja oblast',Novosibirsk,/novosibirskaya-oblast/novosibirsk/frunze-238-trts-sibirskiy-moll,3,4,512,384,Frunze; 238 (TRTs "Sibirskij Moll"),8820,10,288,7,53477215,Svetodiodnyj ekran,1260.0,19.91,0.438,0.007,12.0,5.0,196.85,196608.0,640.0,3.25,16384.0,2958.38,1498921,506.67,12255.0,694.44,20.52,673.93,390281.67,1021.25
Novosibirsk003,/novosibirskaya-oblast,Rossija,Novosibirskaja oblast',Novosibirsk,/novosibirskaya-oblast/novosibirsk/ploshchad-marksa-trts-versal-vkhod-na-blyukhera,3,4,512,384,Ploschad' Marksa (TRTs "Versal'"; vhod na Bljuhera),8820,10,288,7,53477215,Svetodiodnyj ekran,1260.0,19.91,0.438,0.007,12.0,5.0,196.85,196608.0,640.0,3.25,16384.0,2958.38,1498921,506.67,12255.0,694.44,20.52,673.93,390281.67,1021.25
Novosibirsk004,/novosibirskaya-oblast,Rossija,Novosibirskaja oblast',Novosibirsk,/novosibirskaya-oblast/novosibirsk/ploshchad-marksa-trts-versal,3,4,512,384,Ploschad' Marksa (TRTs "Versal'"),8820,10,288,7,53477215,Svetodiodnyj ekran,1260.0,19.91,0.438,0.007,12.0,5.0,196.85,196608.0,640.0,3.25,16384.0,2958.38,1498921,506.67,12255.0,694.44,20.52,673.93,390281.67,1021.25
Novosibirsk005,/novosibirskaya-oblast,Rossija,Novosibirskaja oblast',Novosibirsk,/novosibirskaya-oblast/novosibirsk/vokzalnaya-magistral-1-otel-novosibirsk,3,4,512,384,Vokzal'naja magistral'; 1 (Otel' "Novosibirsk"),8820,10,288,7,53477215,Svetodiodnyj ekran,1260.0,19.91,0.438,0.007,12.0,5.0,196.85,196608.0,640.0,3.25,16384.0,2958.38,1498921,506.67,12255.0,694.44,20.52,673.93,390281.67,1021.25
Novosibirsk006,/novosibirskaya-oblast,Rossija,Novosibirskaja oblast',Novosibirsk,/novosibirskaya-oblast/novosibirsk/ploshchad-truda-pered-puteprovodom,3,6,1440,720,Ploschad' Truda (pered puteprovodom),11788,5,1728,7,53477415,Tsifrovoj bilbord,1684.0,26.61,0.195,0.003,18.0,6.71,264.1,1036800.0,1609.97,6.1,57600.0,2958.38,1498921,506.67,16494.21,694.44,20.66,673.78,521386.58,916.35
Novosibirsk007,/novosibirskaya-oblast,Rossija,Novosibirskaja oblast',Novosibirsk,/novosibirskaya-oblast/novosibirsk/bogdana-khmelnitskogo-65-1,3.6,2.7,1280,720,Bogdana Hmel'nitskogo; 65/1,11550,10,288,10,53477215,Svetodiodnyj ekran,1155.0,18.25,0.401,0.006,9.72,4.5,177.17,921600.0,1468.6,8.29,94814.81,2958.38,1498921,506.67,4571.75,694.44,8.35,686.09,371064.83,470.35
Novosibirsk008,/novosibirskaya-oblast,Rossija,Novosibirskaja oblast',Novosibirsk,/novosibirskaya-oblast/novosibirsk/krasnyy-157-1-ploshchad-kalinina,9,6,720,480,Krasnyj; 157/1 (Ploschad' Kalinina),18750,10,288,10,53477215,Svetodiodnyj ekran,1875.0,29.63,0.651,0.01,54.0,10.82,425.85,345600.0,865.33,2.03,6400.0,2958.38,1498921,506.67,204477.75,694.44,230.03,464.41,208336.17,3786.62
